"Value1","Value2","Value3","Value4"
10,2.19036151836445,0.837481610186688,8.71450448965097
4.5076761617289,2.33121797635958,4.42389153814935,2.3348245992289
7.4190531148539,9.08582811231737,3.42140891335227,4.01305359679383
9.91765009892451,7.23646287794237,10,9.82122247869318
8.97172407670455,9.91305264559659,8.76036012327516,9.82122247869318
7.23646287794237,2.38436612215909,7.36447817319399,2.92908507508117
2.77685388342127,8.63694228135146,3.01544585785308,3.91301935369318
2.33391303520698,8.03376433137175,10,5.38582938058036
10,9.88820261769481,5.28369457690747,1.49368880631088
4.59482960886769,9.88174240310471,8.66555746499594,5.94731318486201
3.92930860643263,2.33121797635958,9.61719067065747,9.52433004007711
8.07240671925731,1.89624340503247,10,9.56071333451705
10,4.65487393465909,4.01305359679383,10
10,9.31217342228084,2.73753773082386,8.7000779981737
3.33100554230925,9.61719067065747,0.235809722504058,5.70634321732955
9.92632977374188,4.93912337662338,10,10
2.40790825385552,7.57885425121753,10,8.55371252282873
9.9774169921875,10,10,10
9.70363071986607,7.34271953632305,7.75006975446429,2.7189893846388
9.08582811231737,8.81009981229708,10,8.8672905463677
6.73894708806818,8.80998091264205,10,8.26137790432224
2.80293254109172,9.85685274198458,5.52430784547484,9.46658444094968
7.49257273488231,10,7.81415666852679,1.49368880631088
4.42389153814935,10,7.95838195008117,10
3.1662502536526,10,9.85685274198458,3.16854898031656
9.56071333451705,8.78001819957386,9.96168260450487,10
6.8744926948052,9.55021053165584,9.03505795961851,9.59840452516234
10,5.04494406960227,10,6.09078543526786
6.78690328226461,1.7708835354099,7.17851911272321,1.79101721032873
8.39240532416802,10,9.10061130275974,10
7.50660289417614,10,7.88006671063312,4.65487393465909
2.33474533279221,5.70634321732955,10,7.31747317623783
8.74157397778003,10,8.81009981229708,10
0.721039214691558,8.66555746499594,10,5.04494406960227
10,9.40289385907062,10,8.59564446783685
9.26112583705357,2.33474533279221,7.31747317623783,1.5121975192776
3.2679490919237,9.97000558035714,10,9.06640783532873
6.66447627079951,8.55842887581169,5.94731318486201,8.97148627739448
7.96258307122565,5.74605570211039,10,10
10,5.28369457690747,10,10
7.1148681640625,3.42140891335227,9.62234298904221,3.33128297483766
9.52433004007711,1.08942997920049,4.62003633573458,2.66758510044643
6.48854441456981,5.98385501217532,3.89189484831575,2.77685388342127
6.00141252790179,5.85817807680601,8.20636699726055,8.41245973265016
10,7.88006671063312,7.50660289417614,3.25039157619724
8.9364108791599,10,10,9.89260190493101
9.6119194526177,10,10,10
4.5076761617289,1.96278757863231,10,6.00141252790179
7.52420004312094,10,7.49257273488231,10
3.1306199903612,8.08223575740666,3.7216701755276,10
6.32149039924919,9.70363071986607,2.16701755275974,1.76188679484578
10,9.09280355874594,8.34979961444805,9.51089437905844
3.91301935369318,8.55371252282873,6.63360199370942,3.21666370738636
1.62225896661932,2.40790825385552,3.2340230570211,9.96168260450487
9.57097833806818,9.97000558035714,9.12855272169237,9.6119194526177
10,8.41245973265016,8.49489682680601,9.88820261769481
5.49129337459416,1.96278757863231,6.66273240919237,3.14679034344562
1.25731629210633,2.58582177100244,10,4.42127574573864
1.7708835354099,6.73894708806818,2.82916973163555,6.66447627079951
2.08442192573052,1.46531142197646,2.99527254971591,9.09791624391234
9.21721223112825,9.39900980367289,9.97234394023945,3.21666370738636
10,1.08942997920049,8.68600820566153,9.34403852982955
8.03376433137175,2.07483068689123,7.49891404981737,7.01186142958604
10,2.73753773082386,10,8.15563647778003
7.77262105570211,10,2.23265016233766,10
4.59482960886769,2.92908507508117,9.14333591213474,3.1306199903612
6.27274154068588,8.57471812855114,7.77262105570211,8.2650241604099
9.06640783532873,10,5.11319247159091,10
9.35200480671672,8.54435908329951,10,9.70097529423701
2.09758015422078,2.80158501166802,7.57136357295049,3.33100554230925
5.85817807680601,2.86147080458604,4.93912337662338,5.7833109273539
10,10,9.70977386870942,9.68230804839692
1.25731629210633,6.44463080864448,3.93156769987825,8.85397378500406
10,9.02946967583198,10,10
9.68230804839692,10,10,6.9073486328125
9.0015678901177,10,9.70097529423701,10
1.56082747818588,3.13585157518263,3.25039157619724,6.9073486328125
8.15563647778003,1.86794528713474,0.721039214691558,1.11630130123782
10,3.1662502536526,10,8.19051370992289
10,8.63694228135146,9.89133364194399,8.76210398488231
1.31747951755276,10,6.27274154068588,1.24752688717532
6.48854441456981,1.31747951755276,10,10
10,10,8.85397378500406,8.8672905463677
0.235809722504058,2.51091498833198,7.20784769429789,6.57573749492695
10,10,10,1.11630130123782
5.63179313362419,10,7.17851911272321,4.42127574573864
10,9.51089437905844,10,10
10,2.09758015422078,2.34564446783685,10
7.42761389001623,10,1.92430372362013,10
8.71450448965097,9.9892673244724,2.10499156605114,10
2.51091498833198,3.90386408025568,0.880879984273539,9.89133364194399
6.78690328226461,2.33391303520698,6.89969942167208,2.38884467583198
10,8.74157397778003,9.26112583705357,8.5030612697849
10,9.40289385907062,8.5030612697849,10
6.57573749492695,3.71025580864448,3.57146027800325,3.14679034344562
8.88437246347403,9.39900980367289,7.18430556260146,10
6.89969942167208,9.70977386870942,1.79101721032873,7.41885494876218
8.3132181539164,6.45120992288961,7.16353775618912,10
10,9.4898491401177,10,10
7.42761389001623,10,10,1.46531142197646
3.23259626116071,4.06358595018263,7.16353775618912,7.95838195008117
1.76188679484578,3.93156769987825,3.17580185927354,8.20636699726055
10,10,10,8.2650241604099
9.21721223112825,8.49489682680601,10,10
9.0015678901177,10,10,9.35200480671672
10,10,10,10
6.58441716974432,1.65884042715097,5.70788891284497,2.7426900492086
8.08223575740666,10,8.71402889103084,10
10,9.55021053165584,9.31217342228084,10
7.41885494876218,1.89624340503247,9.9892673244724,10
2.80158501166802,10,2.1035251369724,0.83339938869724
10,3.23259626116071,6.58441716974432,2.7426900492086
1.06347022118506,3.71025580864448,6.17845411424513,3.65948565594562
10,9.09791624391234,9.5963039645901,10
10,10,3.33128297483766,6.44463080864448
7.5339498148336,1.75800273944805,5.00598461596997,8.56762378246753
0,0,2.37132679332386,0
0.585295441862825,9.12756189123377,0,4.99837503804789
0,2.90605817522321,0.197603300020292,7.47656091467127
9.95692661830357,8.26205166903409,8.35526899857955,8.0263529195414
1.40360250101461,1.99857637479708,2.55225243506494,0.648787857650162
1.7332716112013,0.984600116680195,6.71393852729302,0.833161589387175
9.46361194957386,8.7265529880276,1.85748211749188,7.43661063058036
8.67277071073458,5.76210715553977,4.74991439224838,5.96808099127435
2.69378265777192,8.10918634588068,7.01574548498377,5.97073641690341
1.75800273944805,1.20876559963474,0.54233303317776,0
7.25259359780844,9.03989321225649,0.879849520596591,9.68797559862013
0.622867732853084,1.37867320667614,3.05686257102273,0.543759829038149
8.85496461546266,6.53883896864854,8.52089621803977,3.75135545606737
1.18193391081575,7.52095011921672,0,0
1.60640567928166,2.64356737012987,0.787900454038149,1.26718496347403
7.40482478946834,6.53883896864854,9.53174145190747,9.92450664569805
8.53928603135146,1.20876559963474,0.0137051669034089,1.18193391081575
0,1.04000735592532,8.66420993557224,2.04768193232549
0,7.05097941609172,3.85075556767451,4.15783374340503
0.434055080661526,6.03359470119724,9.62900136972403,0.888053596793831
1.41775155996347,9.92450664569805,1.09426523183847,9.58136224127435
0,2.58526690594562,0.571265282568993,0
7.88727995637175,9.46361194957386,1.97574764103084,7.00837370637175
1.32017457640016,0.967280400263799,1.73584777039367,0.54233303317776
3.00212909648945,0.358157467532467,1.0293063869724,0.498934659090909
2.22317782315341,2.60076349431818,8.52462174056412,2.28900859882305
8.0324564351664,0,7.55182439630682,0
0,2.04768193232549,0.364142083502435,0.585295441862825
0.0734720601663959,1.25608766233766,5.52763703581575,2.5199117288961
10,0,8.89467710024351,0
0,4.15783374340503,5.24865881189123,0.0137051669034089
8.26577719155844,1.97673847148945,3.46199332893669,9.06640783532873
2.22317782315341,9.84302074878247,0,9.34752625304383
3.00212909648945,0,0.296607079443993,0
2.06476384943182,0.982420289671266,7.04562893161526,0.696268453226461
8.26205166903409,8.69211172128653,7.47656091467127,5.95797452059659
0.83530178317776,0.603804154829545,1.4124803419237,2.06167245840097
5.97073641690341,0,3.50677886566558,0.89138278713474
1.60640567928166,8.2053365335836,1.59372304941153,2.48412293273133
0.658775428672889,1.41775155996347,9.51925698812906,9.96560629312094
2.20264781605114,0,1.25608766233766,0.358157467532467
8.33438229251218,0.159595043628247,9.51925698812906,9.03331409801136
8.89467710024351,2.3978414163961,1.39440759435877,3.26247970779221
0,5.17985554484578,0,2.06476384943182
0.571265282568993,2.47211406757305,1.10437170251623,0.498934659090909
0.730154854910714,0.0742647245332791,0,0
1.97673847148945,8.69211172128653,2.69378265777192,1.10437170251623
0,0,6.18332900010146,8.44690099939123
4.15850750811688,9.68302144632711,10,9.75729409750406
8.04509943181818,0.730154854910714,5.24865881189123,7.48222846489448
1.20198831929789,0.445073115361201,8.95666345373377,0
6.68143928825081,0.802723277698864,2.5199117288961,1.70636065594562
2.3978414163961,9.4002780666599,8.26577719155844,0
9.84302074878247,0.105099368405032,0.364142083502435,0.648787857650162
0,9.49309906402192,0,0
0.235928622159091,0,7.43661063058036,0
4.99837503804789,4.23527705204951,6.58267330813718,7.70092456371753
0,0.0200068486201297,9.93647587763799,0
0,1.40419699928977,7.22596007508117,0.984600116680195
8.06820559811283,3.9658108005276,3.75135545606737,8.82008738331981
8.2179002637987,9.53174145190747,3.08607225294237,9.68797559862013
0.434055080661526,2.55225243506494,2.64356737012987,2.20264781605114
0.296607079443993,0.696268453226461,0.833161589387175,0
7.93698001217533,10,9.29477443942776,6.59036215249594
8.67594136820211,3.05686257102273,0,6.84195382254464
9.95692661830357,6.68143928825081,10,1.7332716112013
0,9.34752625304383,10,1.65487710531656
8.71898304332386,1.54834301440747,0.717472225040584,9.68214951552354
0.622867732853084,7.64405089539367,5.49739689021916,1.52059976156656
9.93647587763799,8.33438229251218,4.90729790229302,4.77187119521104
7.52095011921672,9.29477443942776,9.33936181006494,10
5.30937690239448,8.52462174056412,10,8.07545847706981
9.17896617542614,0,7.77813007305195,1.82383351511769
8.88330236657873,7.63124936586851,2.37945160308442,5.52763703581575
0,0.50876369724026,0,2.47211406757305
1.92402629109172,0.787900454038149,0.0813194373985388,6.90893396154627
1.70636065594562,0.954558137175325,3.56083857548701,7.01939174107143
1.40360250101461,0.344285841112013,3.85075556767451,3.46199332893669
4.23527705204951,1.65487710531656,4.18831168831169,5.81010298295455
0.512211787236201,3.08607225294237,1.54834301440747,0
0,0.853176364650974,7.09279246144481,0.888053596793831
8.06820559811283,0.717472225040584,4.77187119521104,8.68703866933847
0.197603300020292,2.99436098569399,0.53690328226461,1.26718496347403
3.26247970779221,2.48372660054789,7.01142546418425,9.26140326958198
0.36227932224026,0,0.159595043628247,1.04000735592532
0,10,0.50876369724026,6.08567275010146
9.8282375583401,0,0.235928622159091,4.18831168831169
0,0.512211787236201,0.603804154829545,0.658775428672889
2.28900859882305,1.97447937804383,9.03989321225649,2.37945160308442
1.92402629109172,1.66672743760146,0,0.111044351156656
0.543759829038149,0.0813194373985388,2.99436098569399,1.73929586038961
9.89165070769075,7.05288181057224,7.05621100091315,8.27120694247159
0,9.06640783532873,1.37867320667614,2.06167245840097
2.76361638849432,8.95666345373377,7.93698001217533,0
6.95478959517046,7.05288181057224,8.0263529195414,5.95797452059659
1.11923415939529,8.42549906148539,0.166134524655032,3.03629293070211
8.42549906148539,10,8.0324564351664,7.64405089539367
6.18332900010146,0,6.29180511870942,2.47778161779627
8.41444139356737,6.14044585785308,2.51396674614448,9.33936181006494
10,3.50677886566558,5.56235573508523,10
5.56235573508523,6.84195382254464,8.35526899857955,5.18369996702516
1.50656960227273,7.48222846489448,0.954558137175325,2.76361638849432
7.05621100091315,8.70360535460633,0,7.5339498148336
9.06862729555601,0.445073115361201,0,0
9.62075766030844,2.37132679332386,7.40482478946834,6.08567275010146
1.09426523183847,0,0.0734720601663959,3.06046919389205
3.9658108005276,7.25259359780844,8.15353591720779,0
2.48412293273133,1.32017457640016,0,7.01142546418425
0,5.30937690239448,0.83530178317776,0.53690328226461
4.90729790229302,0,0.105099368405032,2.51396674614448
1.21268928825081,1.40419699928977,0.837481610186688,0
2.00844504616477,0.166134524655032,7.09279246144481,0
0,10,6.58267330813718,9.4002780666599
8.07545847706981,0.344285841112013,3.56083857548701,1.97447937804383
8.68703866933847,7.22596007508117,5.86277553013393,5.49739689021916
7.63124936586851,1.4124803419237,0,4.15850750811688
1.21268928825081,9.62075766030844,9.03331409801136,9.26140326958198
1.7617282619724,1.0293063869724,0,2.48372660054789
1.52797154017857,0.982420289671266,6.94289962966721,0
5.96808099127435,0,8.10300356381899,0.89328518161526
0.111044351156656,0,1.50656960227273,0.837481610186688
1.99857637479708,0,1.7617282619724,0.361565924310065
0,9.68302144632711,5.76210715553977,10
7.70092456371753,2.47778161779627,8.56762378246753,6.43595113382711
0,6.38054389458198,0.879849520596591,8.88330236657873
9.65975674715909,9.58136224127435,2.03654499797078,5.03333153662744
1.06703721083604,9.49309906402192,1.82383351511769,1.52059976156656
10,8.67277071073458,2.60076349431818,6.90612000304383
9.97254210633117,5.00598461596997,8.53928603135146,1.39440759435877
1.5104932908888,2.90605817522321,8.67594136820211,0
9.06862729555601,7.05097941609172,0,1.66672743760146
0.0742647245332791,0,0.36227932224026,1.20198831929789
0.361565924310065,1.73929586038961,1.52559354707792,1.5104932908888
2.00844504616477,0,1.97574764103084,1.11923415939529
0,6.2668361911526,6.97860915939529,2.08949497767857
6.97860915939529,10,6.90612000304383,1.52559354707792
10,0,3.06046919389205,9.99196238331981
6.55021370231331,3.05012492390422,3.98939256544237,9.32782854352679
2.03654499797078,0,8.15353591720779,9.62900136972403
7.04562893161526,6.95478959517046,9.60387390929383,0
0,3.05012492390422,0,0
0,8.10300356381899,10,6.14044585785308
0,6.52001318993507,7.55182439630682,0
8.74133617846997,1.06703721083604,2.08949497767857,5.18369996702516
6.23465401785714,5.69861473975244,8.2053365335836,1.52797154017857
1.73584777039367,8.44690099939123,0.967280400263799,0
1.59372304941153,1.8522901658888,0,0
0,10,6.38054389458198,7.01574548498377
8.35705249340503,0,6.98891379616477,4.53894677100244
0.0200068486201297,0.89138278713474,3.2377882127638,1.39428869470373
10,9.97480119977679,7.08542068283279,4.74991439224838
6.23465401785714,6.59036215249594,0.222968559760552,2.87918685318588
9.89165070769075,8.74133617846997,6.3332614650974,0
0,0.222968559760552,10,5.69861473975244
6.52001318993507,6.90893396154627,9.99196238331981,9.65155267096185
1.8522901658888,0.89328518161526,1.39428869470373,3.2377882127638
8.60123275162338,6.71393852729302,5.03333153662744,0.853176364650974
0.15590915432224,10,5.60028472504058,10
0,8.9058933010349,10,4.87325296773539
5.89475953733766,0,4.7385396585836,7.11712725750812
7.29840959821429,7.11906928520698,5.46394645393669,6.53757070566153
10,9.92288168374594,7.67409287489854,9.92862850040584
8.55113636363636,1.77916687804383,0.15590915432224,0.990703632305195
0,2.33169357497971,6.02840274959416,1.86251553622159
10,8.9058933010349,10,0
9.11040070769075,10,7.54429408482143,0.905373313210227
7.13028548599838,0.956222732345779,10,7.97665286373783
6.75979416091721,3.50384600750812,0,6.0759229783888
0.0905539772727271,3.13351321530032,6.89577573305601,0.522992022625812
6.0799655666599,8.99760456828328,0,0.089008281757305
8.13411564021916,6.83085652140828,8.40088683289367,4.00140143060065
2.11232371144481,9.31645380986201,9.08868170403815,3.50384600750812
10,10,10,9.53431761109984
10,0.825631277901786,6.82475300578328,10
7.95144613687094,10,9.25958014153815,9.08868170403815
3.07695661272321,10,6.0759229783888,2.81315791142451
10,10,9.92288168374594,10
2.12421367694805,9.73014534293831,8.13669179941153,9.40907664113231
0,3.3358011617289,6.16283862621753,5.46164772727273
10,8.40905127587257,9.35612666142451,10
7.04158634334416,10,0,0.201328822544643
0,6.76688850700081,2.12421367694805,5.27568866680195
8.37092411982549,7.48203029880276,8.89895748782468,8.97223930854302
5.26035061130276,5.18191647219968,7.40795581371753,1.86251553622159
7.11906928520698,8.02785898183847,9.67109184760552,7.98553070464692
6.96438083400974,5.33696162236201,10,3.29145159040179
9.92862850040584,10,9.90960455560065,8.1253566989651
0.0905539772727271,6.82689319957386,0.523824320211039,1.94293133624188
10,10,10,10
5.57523653104708,10,10,10
0,10,0,2.90375944855925
3.92704951298701,5.00194202769886,3.07695661272321,0.201328822544643
2.45071212966721,3.3358011617289,6.96438083400974,0
5.18191647219968,7.04158634334416,0.094081333705357,5.33902254971591
9.54894226866883,8.0374898538961,10,0
2.45071212966721,10,10,6.62611131544237
0,8.55220646053166,10,4.38683447899756
10,8.57745282061688,7.96309830306412,10
0.094081333705357,4.55773291649756,7.14047122311283,5.96387987012987
10,10,5.46164772727273,9.53629927201705
6.83085652140828,3.29145159040179,4.77222789417614,8.99086692116477
9.47716651024757,0.387327516233766,8.40905127587257,0
9.0401706447849,0,4.55773291649756,2.82881303267045
8.70435838575487,10,9.8831691989651,0.497309697138799
9.80128696986607,7.22219491933847,6.36536437195617,0.262839577414773
8.0374898538961,8.48550375405844,8.13669179941153,6.62611131544237
0,0.115839970576299,10,0.0630485237418829
0.0485823990462661,5.27568866680195,0,0
0,0,0.231846400669643,6.02840274959416
0.639672217431006,7.51445027140828,10,5.44571517349838
10,8.92523431158685,5.41741705560065,5.94846254819399
5.94846254819399,4.09346939681412,0,0.0630485237418829
6.54470468496347,0,7.48203029880276,4.37193238890016
10,0,9.80128696986607,3.92704951298701
10,10,10,1.81115088524756
9.98379794034091,8.35499156605114,10,10
8.98892489346591,5.18025187702922,1.55963848163555,5.60028472504058
0,7.09663688362419,0,2.11232371144481
7.51445027140828,9.13473550375406,4.03112634435877,6.53757070566153
9.82110357903815,10,10,5.24013766994724
9.6590433492289,10,5.17339533025568,6.16283862621753
5.00194202769886,10,2.77312836089692,8.89895748782468
10,9.98379794034091,10,7.89762422635958
0,6.29140878652597,0,8.69373668323864
7.53799240310471,0.089008281757305,6.70783501166802,0
10,7.97665286373783,0.158207880986201,5.96387987012987
4.97669566761364,0.0485823990462661,0.552003538453734,6.08785257711039
0,0.76225776176948,4.97669566761364,2.11497913707386
7.39281592431007,5.33902254971591,2.16753278459821,6.89577573305601
2.81315791142451,0,1.55963848163555,0.905373313210227
10,4.77222789417614,10,9.21360560825893
6.75979416091721,6.76688850700081,8.99086692116477,5.97989169034091
3.83819183745942,7.96309830306412,8.34785758674919,0.552003538453734
10,6.90370237672484,5.44571517349838,0.956222732345779
6.11436720018263,7.11712725750812,0,8.20601029829546
3.13351321530032,0.990703632305195,0.231846400669643,7.89762422635958
8.92523431158685,9.34257210075081,9.24539144937094,4.00140143060065
5.17339533025568,5.57523653104708,5.49597009435877,0.497309697138799
9.40907664113231,8.57745282061688,7.95093090503247,3.83819183745942
0.605983981838474,5.82441057477679,0.289750532670454,5.21334561434659
8.32566298447646,0,8.82749879515016,8.77240862165179
10,9.75321187601461,8.48550375405844,7.95144613687094
6.02721375304383,6.11436720018263,4.03112634435877,4.24288662997159
9.34257210075081,10,7.14047122311283,5.16669731635552
5.24013766994724,0.522992022625812,6.73102044439935,3.9606981153612
0.76225776176948,7.29840959821429,0.605983981838474,5.16669731635552
0,10,6.29140878652597,0.185317002333604
8.77240862165179,0,5.96344390472808,6.22062385856331
5.50266810825893,9.67109184760552,6.36536437195617,9.46840756899351
0.231489701704545,10,6.82689319957386,9.99838296469156
6.59428584111201,2.02108804281656,10,6.22062385856331
5.82441057477679,3.70502422382305,6.32501775568182,6.08785257711039
8.32613858309659,6.2227640523539,0,0
10,9.73014534293831,9.46840756899351,10
0.289750532670454,0.262839577414773,4.17820521763393,1.81115088524756
0,4.35683213271104,0,8.39775580864448
8.98892489346591,0.587911234273539,0,5.32063273640422
10,10,10,9.99873966365666
6.59428584111201,8.69373668323864,0,7.39281592431007
0.587911234273539,10,9.14218654880276,9.24539144937094
10,9.90960455560065,5.14097535765016,9.92498224431818
9.10104726816153,0,10,10
0.639672217431006,10,0,10
9.14218654880276,7.98553070464692,10,10
0.231489701704545,8.77157632406656,10,6.90370237672484
7.37442611099838,9.92498224431818,9.10104726816153,8.40088683289367
8.75227494673296,0,7.54429408482143,2.33169357497971
4.38683447899756,6.32501775568182,6.0799655666599,5.26035061130276
10,6.40678108512581,6.82475300578328,0.575704203023539
5.97989169034091,0,6.3617973823052,5.14097535765016
0.523824320211039,5.11838442319399,9.99838296469156,0.158207880986201
9.6590433492289,8.9154052734375,10,9.31645380986201
10,8.34785758674919,10,6.91143085430195
0,7.09663688362419,2.02108804281656,6.3617973823052
10,8.75227494673296,9.7566995992289,10
10,10,8.02785898183847,10
10,0.825631277901786,7.67777876420455,7.8822069044237
8.55113636363636,7.62871283989448,10,10
7.08597554788961,10,7.89215484222809,7.53799240310471
0,10,0,4.09346939681412
0,5.11838442319399,9.99873966365666,4.87325296773539
2.11497913707386,2.16753278459821,0,0
0,5.18025187702922,6.73102044439935,0
9.05190207741477,0,5.41896275111607,8.54063356077516
9.79248839539367,10,10,7.67409287489854
1.77916687804383,3.30532321682224,0,0.575704203023539
7.9720554104099,9.82110357903815,9.53431761109984,10
0,10,10,10
3.16371372767857,6.95340243252841,9.61310844916802,5.89475953733766
6.2227640523539,0.115839970576299,7.22219491933847,0
7.8822069044237,8.35499156605114,9.44482580407873,8.1253566989651
8.78964907163149,0.185317002333604,7.89215484222809,10
7.08597554788961,6.54470468496347,7.14970576298701,5.50266810825893
10,9.74603826349432,9.79248839539367,9.7566995992289
5.32063273640422,9.05190207741477,5.21334561434659,10
9.99164531757305,9.75321187601461,9.27539379565747,8.22356781402192
8.22356781402192,5.46394645393669,6.02721375304383,7.40795581371753
0,8.82749879515016,4.37193238890016,0
8.70435838575487,5.96344390472808,10,8.32613858309659
7.95093090503247,9.998779296875,9.0401706447849,6.91143085430195
8.97223930854302,9.96849951806007,6.95340243252841,3.70502422382305
7.47335062398539,1.63712142349838,10,4.24288662997159
7.37442611099838,9.06010615361201,6.43856692623783,10
9.38117485541802,2.77312836089692,3.30532321682224,4.35683213271104
10,9.53629927201705,7.14970576298701,2.90375944855925
9.78828727424919,3.9606981153612,9.44482580407873,4.17820521763393
3.16371372767857,5.49597009435877,10,4.8342142476664
8.37092411982549,7.47335062398539,1.63712142349838,10
7.13028548599838,5.41741705560065,5.96027324726055,4.8342142476664
8.17767254717938,8.20601029829546,8.77157632406656,2.82881303267045
9.06010615361201,10,8.78964907163149,10
9.998779296875,5.41896275111607,9.03482016030844,0
10,9.8831691989651,9.12875088778409,9.05150574523133
0,9.61310844916802,9.78828727424919,9.93009492948458
6.40678108512581,1.94293133624188,7.07468008066153,9.05150574523133
8.55220646053166,8.54063356077516,10,8.70416021966315
7.81245244013799,5.91410054788961,8.80585905793425,7.84689370687906
5.27342957335633,5.6082906351461,8.04910238687094,5.90470747514205
8.16257229099026,3.94892704951299,5.94925521256088,4.05177525111607
3.16672585227273,8.14608487215909,7.00104156097808,6.61069399350649
7.06247304941153,6.49108094054383,8.95892254717938,6.08856597504058
8.13609730113636,3.56610979352679,3.57292670708198,7.92128525771104
7.82240037794237,6.7612209567776,8.25543292157062,3.98118848924513
8.79230449726055,8.23617117745536,7.06247304941153,7.42428469967533
6.42560686383929,7.40962040888799,6.65397346793831,8.06269658076299
5.98314161424513,3.92197646103896,3.91757717380276,4.90206631747159
6.95926814884334,7.6618462104302,7.73833832183442,6.83283818232549
7.84209808745942,8.18528212510146,5.59497387378247,8.79313679484578
6.47653554941153,2.93978604403409,6.80596686028815,6.52564110693994
6.23445585176542,6.65397346793831,5.0173197164164,4.92648037997159
4.90206631747159,2.0537061815138,8.51538720068994,5.02290800020292
8.33204393262987,6.80097307477679,7.73556399655033,7.85882330560065
8.04910238687094,3.87861772017045,9.27190607244318,3.38680911373782
6.42560686383929,8.20109577922078,3.29763437246347,8.79313679484578
6.96826488940747,6.18229853642451,4.45892730316558,6.23445585176542
2.85378196022727,5.59334891183036,5.35697639762581,3.6171970119724
8.04910238687094,7.14601987368101,7.19235110592533,6.33040787337662
7.45714063768263,7.49166117086039,8.29074611911526,8.80942604758523
5.49719872412744,8.05072734882305,7.38488928064123,8.61518364448052
6.80882045200893,6.66550673447646,6.04532613382711,6.37923599837662
6.65258630529627,4.45016836191153,6.22573654372971,6.33040787337662
5.9498100776177,7.30352228338068,4.05177525111607,3.67399141385958
6.89165387834821,5.14775263798701,3.67399141385958,7.28695559811283
7.64175216872971,7.42428469967533,6.80882045200893,8.25543292157062
6.55124416599026,4.03877555549919,5.55973994267451,5.0081644429789
7.35001204849838,4.20670150162338,7.00104156097808,4.13139838676948
8.64054890422078,8.64871334719968,6.7618550882711,4.16465065696023
6.81329900568182,6.07084992644075,7.92980639965503,7.12216067623783
6.0446920023336,4.74559437144886,6.00838797433036,4.14261458756088
7.39840420809659,7.6618462104302,7.82465947138799,4.38663631290584
6.07084992644075,5.37972586495536,6.1817436713677,4.07337535511364
8.02995954241072,6.90108658431412,8.92499651227679,7.76136522169237
6.72543216061283,5.02290800020292,4.38663631290584,7.35346013849432
5.73230297534497,7.30352228338068,6.7618550882711,4.97966815898945
5.92658501166802,3.90572684151786,5.94925521256088,4.92648037997159
7.75185324928977,8.80942604758523,7.73556399655033,8.11291186840503
7.45404924665179,6.58560616629464,5.47290356128247,4.27526696935877
5.11228090756899,7.13175191507711,7.68308961546266,6.52564110693994
7.64619108918425,5.90470747514205,4.16465065696023,5.92658501166802
6.26005891081575,4.50268237621753,5.14775263798701,5.02742618709416
3.57292670708198,7.57247330306412,6.89165387834821,8.40790191254059
6.61069399350649,3.92197646103896,7.92128525771104,8.23617117745536
7.13175191507711,6.95926814884334,8.91703023538961,8.02995954241072
