"","value","participant","prodIDs"
"85",0.299527254971591,1002,85
"86",0.866555746499594,1002,86
"87",0.736447817319399,1002,87
"88",0.650221787489854,1002,88
"89",0.961719067065747,1002,89
"90",0.357146027800325,1002,90
"91",0.992632977374188,1002,91
"92",0.389189484831575,1002,92
"93",0.18326320895901,1002,93
"94",0.807240671925731,1002,94
"95",0.632149039924919,1002,95
"96",0.945612127130682,1002,96
"97",1,1002,97
"98",1,1002,98
"99",0.45076761617289,1002,99
"100",0.325039157619724,1002,100
"101",0.826593572443182,1002,101
"102",0.926112583705357,1002,102
"103",0.23348245992289,1002,103
"104",0.258582177100244,1002,104
"105",0.770500678520698,1002,105
"106",0.286745542055601,1002,106
"107",0.855371252282873,1002,107
"108",0.876210398488231,1002,108
"109",1,1002,109
"110",0.998102361505682,1002,110
"111",0.27189893846388,1002,111
"112",1,1002,112
"113",0.176188679484578,1002,113
"114",0.718430556260146,1002,114
"115",0.940289385907062,1002,115
"116",1,1002,116
"117",0.673894708806818,1002,117
"118",1,1002,118
"119",0.209758015422078,1002,119
"120",0.342140891335227,1002,120
"121",0.187349393770292,1002,121
"122",0.826137790432224,1002,122
"123",0.904758205661526,1002,123
"124",0.881009981229708,1002,124
"125",0.223265016233766,1002,125
"126",0.854435908329951,1002,126
"127",0.208442192573052,1002,127
"128",0.240790825385552,1002,128
"129",0.943594796316964,1002,129
"130",1,1002,130
"131",0.878001819957386,1002,131
"132",0.68744926948052,1002,132
"133",0.988820261769481,1002,133
"134",0.233474533279221,1002,134
"135",1,1002,135
"136",0.988174240310471,1002,136
"137",0.392930860643263,1002,137
"138",0.909280355874594,1002,138
"139",0.280158501166802,1002,139
"140",1,1002,140
"141",0.124752688717532,1002,141
"142",0.251091498833198,1002,142
"143",0.0721039214691558,1002,143
"144",0.186794528713474,1002,144
"145",0.914333591213474,1002,145
"146",0.108942997920049,1002,146
"147",0.552430784547484,1002,147
"148",0.15121975192776,1002,148
"149",0.238135399756494,1002,149
"150",1,1002,150
"151",0.982122247869318,1002,151
"152",1,1002,152
"153",0.111630130123782,1002,153
"154",1,1002,154
"155",0.598385501217532,1002,155
"156",1,1002,156
"157",0.896122127384334,1002,157
"158",1,1002,158
"159",1,1002,159
"160",0.742761389001623,1002,160
"161",0.723646287794237,1002,161
"162",0.293392032771916,1002,162
"163",0.528369457690747,1002,163
"164",0.083339938869724,1002,164
"165",0.371025580864448,1002,165
"166",0.0880879984273539,1002,166
"167",0.83132181539164,1002,167
"168",0.931217342228084,1002,168
"169",0.442389153814935,1002,169
"170",1,1002,170
"171",0.885397378500406,1002,171
"172",0.585817807680601,1002,172
"173",0.902946967583198,1002,173
"174",0.277685388342127,1002,174
"175",1,1002,175
"176",0.871402889103084,1002,176
"177",0.0235809722504058,1002,177
"178",1,1002,178
"179",0.663360199370942,1002,179
"180",0.27426900492086,1002,180
"181",0.724486512023133,1002,181
"182",0.210499156605114,1002,182
"183",0.849489682680601,1002,183
"184",1,1002,184
"185",0.538582938058036,1002,185
"186",0.165884042715097,1002,186
"187",0.74190531148539,1002,187
"188",1,1002,188
"189",0.96119194526177,1002,189
"190",1,1002,190
"191",0.717851911272321,1002,191
"192",0.173707640016234,1002,192
"193",0.968230804839692,1002,193
"194",0.970097529423701,1002,194
"195",0.202596292867289,1002,195
"196",1,1002,196
"197",0.678690328226461,1002,197
"198",0.131747951755276,1002,198
"199",0.876036012327516,1002,199
"200",0.697036544997971,1002,200
"201",0.0837481610186688,1002,201
"202",0.970363071986607,1002,202
"203",0.21035251369724,1002,203
"204",1,1002,204
"205",0.0169225915685876,1002,205
"206",0.216701755275974,1002,206
"207",0.423955743963068,1002,207
"208",0.570788891284497,1002,208
"209",0.234564446783685,1002,209
"210",0.17708835354099,1002,210
"211",0.903505795961851,1002,211
"212",1,1002,212
"213",0,1002,213
"214",1,1002,214
"215",1,1002,215
"216",0.935200480671672,1002,216
"217",0.991305264559659,1002,217
"218",1,1002,218
"219",0.989133364194399,1002,219
"220",0.957097833806818,1002,220
"221",0.156082747818588,1002,221
"222",0.951089437905844,1002,222
"223",1,1002,223
"224",0.301544585785308,1002,224
"225",0.701186142958604,1002,225
"226",0.280293254109172,1002,226
"227",0.442127574573864,1002,227
"228",0.788006671063312,1002,228
"229",1,1002,229
"230",0.720784769429789,1002,230
"231",0.609078543526786,1002,231
"232",1,1002,232
"233",1,1002,233
"234",0.192430372362013,1002,234
"235",1,1002,235
"236",1,1002,236
"237",0.314679034344562,1002,237
"238",1,1002,238
"239",0.834979961444805,1002,239
"240",0.658441716974432,1002,240
"241",1,1002,241
"242",0.238436612215909,1002,242
"243",0.323259626116071,1002,243
"244",1,1002,244
"245",0.31306199903612,1002,245
"246",0.189624340503247,1002,246
"247",1,1002,247
"248",1,1002,248
"249",1,1002,249
"250",0.666447627079951,1002,250
"251",0.946658444094968,1002,251
"252",1,1002,252
"253",0.819051370992289,1002,253
"254",1,1002,254
"255",0.279817655489042,1002,255
"256",0.149368880631088,1002,256
"257",1,1002,257
"258",0.31662502536526,1002,258
"259",0.716353775618912,1002,259
"260",0.219036151836445,1002,260
"261",0.901595474837662,1002,261
"262",0.316854898031656,1002,262
"263",0.871450448965097,1002,263
"264",0.777262105570211,1002,264
"265",0.89802055854302,1002,265
"266",1,1002,266
"267",1,1002,267
"268",1,1002,268
"269",0.69073486328125,1002,269
"270",0.406358595018263,1002,270
"271",0.333128297483766,1002,271
"272",1,1002,272
"273",0.82650241604099,1002,273
"274",0.393156769987825,1002,274
"275",0.666166231229708,1002,275
"276",0.906640783532873,1002,276
"277",0.99774169921875,1002,277
"278",0.57833109273539,1002,278
"279",0.162225896661932,1002,279
"280",1,1002,280
"281",1,1002,281
"282",1,1002,282
"283",0.959840452516234,1002,283
"284",1,1002,284
"285",1,1002,285
"286",1,1002,286
"287",1,1002,287
"288",0.795838195008117,1002,288
"289",1,1002,289
"290",0.95963039645901,1002,290
"291",0.465487393465909,1002,291
"292",1,1002,292
"293",0.286147080458604,1002,293
"294",0.266758510044643,1002,294
"295",0.113255092075893,1002,295
"296",0.359464571073458,1002,296
"297",0.749891404981737,1002,297
"298",0.233121797635958,1002,298
"299",1,1002,299
"300",0.741885494876218,1002,300
"301",1,1002,301
"302",1,1002,302
"303",1,1002,303
"304",0.298905013443588,1002,304
"305",0.313585157518263,1002,305
"306",0.233391303520698,1002,306
"307",0.876198508522727,1002,307
"308",0.282916973163555,1002,308
"309",0.962234298904221,1002,309
"310",0.985685274198458,1002,310
"311",1,1002,311
"312",1,1002,312
"313",1,1002,313
"314",0.317580185927354,1002,314
"315",0.853017039113231,1002,315
"316",1,1002,316
"317",1,1002,317
"318",0.401305359679383,1002,318
"319",0.574605570211039,1002,319
"320",0.570634321732955,1002,320
"321",0.459482960886769,1002,321
"322",0.657573749492695,1002,322
"323",0.390386408025568,1002,323
"324",1,1002,324
"325",0.757885425121753,1002,325
"326",1,1002,326
"327",1,1002,327
"328",0.37216701755276,1002,328
"329",1,1002,329
"330",1,1002,330
"331",1,1002,331
"332",0.644463080864448,1002,332
"333",0.749257273488231,1002,333
"334",1,1002,334
"335",0.841245973265016,1002,335
"336",0.910061130275974,1002,336
"337",0.796258307122565,1002,337
"338",0.934403852982955,1002,338
"339",0.989260190493101,1002,339
"340",0.645120992288961,1002,340
"341",0.99892673244724,1002,341
"342",0.600141252790179,1002,342
"343",0.84288282518263,1002,343
"344",0.781415666852679,1002,344
"345",0.456546139407468,1002,345
"346",0.496496423498377,1002,346
"347",0.897172407670455,1002,347
"348",0.648854441456981,1002,348
"349",0.931066735998377,1002,349
"350",1,1002,350
"351",0.868600820566153,1002,351
"352",1,1002,352
"353",1,1002,353
"354",0.493912337662338,1002,354
"355",1,1002,355
"356",0.71148681640625,1002,356
"357",1,1002,357
"358",0.238884467583198,1002,358
"359",0.196278757863231,1002,359
"360",0.197673847148945,1004,1
"361",0.845439167765828,1004,2
"362",1,1004,3
"363",0.125608766233766,1004,4
"364",0.701939174107143,1004,5
"365",0.764405089539367,1004,6
"366",0.00200068486201297,1004,7
"367",0.80324564351664,1004,8
"368",0.999196238331981,1004,9
"369",0.260076349431818,1004,10
"370",0.500598461596997,1004,11
"371",0.139428869470373,1004,12
"372",0.290605817522321,1004,13
"373",0.595797452059659,1004,14
"374",0.889467710024351,1004,15
"375",0.0512211787236201,1004,16
"376",0.700837370637175,1004,17
"377",0.0982420289671266,1004,18
"378",0.841444139356737,1004,19
"379",0.549739689021916,1004,20
"380",0.701574548498377,1004,21
"381",1,1004,22
"382",0.089138278713474,1004,23
"383",0.120198831929789,1004,24
"384",0,1004,25
"385",0.10293063869724,1004,26
"386",1,1004,27
"387",0.965155267096185,1004,28
"388",0.197574764103084,1004,29
"389",0.98282375583401,1004,30
"390",0.692692744267451,1004,31
"391",0.929564637023133,1004,32
"392",0.698891379616477,1004,33
"393",0.356083857548701,1004,34
"394",0.299436098569399,1004,35
"395",0.477187119521104,1004,36
"396",0.203654499797078,1004,37
"397",0.152797154017857,1004,38
"398",0.306046919389205,1004,39
"399",0.141775155996347,1004,40
"400",0.793698001217533,1004,41
"401",0.783924449573864,1004,42
"402",0.906862729555601,1004,43
"403",0.00137051669034089,1004,44
"404",0.392288802506088,1004,45
"405",0.160640567928166,1004,46
"406",0.844690099939123,1004,47
"407",0.00734720601663959,1004,48
"408",0.385075556767451,1004,49
"409",0,1004,50
"410",0.752095011921672,1004,51
"411",0.597073641690341,1004,52
"412",0.868612710531656,1004,53
"413",0,1004,54
"414",0.833438229251218,1004,55
"415",0.870360535460633,1004,56
"416",0.228900859882305,1004,57
"417",0.614044585785308,1004,58
"418",0.694289962966721,1004,59
"419",0.835526899857955,1004,60
"420",0.695478959517046,1004,61
"421",0.815353591720779,1004,62
"422",0.173929586038961,1004,63
"423",0.996560629312094,1004,64
"424",0.705288181057224,1004,65
"425",0.036227932224026,1004,66
"426",0,1004,67
"427",0.0658775428672889,1004,68
"428",0.415850750811688,1004,69
"429",0,1004,70
"430",0.629180511870942,1004,71
"431",0.305012492390422,1004,72
"432",0,1004,73
"433",0.506785206980519,1004,74
"434",0,1004,75
"435",0.346199332893669,1004,76
"436",0,1004,77
"437",1,1004,78
"438",0.200844504616477,1004,79
"439",0.499837503804789,1004,80
"440",0.0197603300020292,1004,81
"441",0.960387390929383,1004,82
"442",0.929477443942776,1004,83
"443",0.474991439224838,1004,84
"444",0.807545847706981,1004,85
"445",0.933936181006494,1004,86
"446",0.110437170251623,1004,87
"447",0.704562893161526,1004,88
"448",0.204768193232549,1004,89
"449",0.852089621803977,1004,90
"450",0.237945160308442,1004,91
"451",0.725259359780844,1004,92
"452",0.206476384943182,1004,93
"453",0.111923415939529,1004,94
"454",0.197447937804383,1004,95
"455",0.62668361911526,1004,96
"456",0.82053365335836,1004,97
"457",0.869211172128653,1004,98
"458",1,1004,99
"459",0.173584777039367,1004,100
"460",0.997480119977679,1004,101
"461",0.949702275263799,1004,102
"462",0.222317782315341,1004,103
"463",0.0622867732853084,1004,104
"464",0.39658108005276,1004,105
"465",0.763124936586851,1004,106
"466",0.569861473975244,1004,107
"467",0.962075766030844,1004,108
"468",0.603359470119724,1004,109
"469",0.618332900010146,1004,110
"470",0.709279246144481,1004,111
"471",0.152559354707792,1004,112
"472",0.962900136972403,1004,113
"473",0.0967280400263799,1004,114
"474",0.453894677100244,1004,115
"475",0,1004,116
"476",0.853928603135146,1004,117
"477",0.0954558137175325,1004,118
"478",0.997254210633117,1004,119
"479",0.643595113382711,1004,120
"480",1,1004,121
"481",0,1004,122
"482",0.276361638849432,1004,123
"483",0.530937690239448,1004,124
"484",0.398939256544237,1004,125
"485",0,1004,126
"486",0.050876369724026,1004,127
"487",0.418831168831169,1004,128
"488",0.989165070769075,1004,129
"489",0,1004,130
"490",0.984302074878247,1004,131
"491",0.0648787857650162,1004,132
"492",0.63332614650974,1004,133
"493",0.652001318993507,1004,134
"494",1,1004,135
"495",0,1004,136
"496",1,1004,137
"497",0.776679497260552,1004,138
"498",0.269378265777192,1004,139
"499",0.326247970779221,1004,140
"500",0.199857637479708,1004,141
"501",0.126718496347403,1004,142
"502",0.23978414163961,1004,143
"503",0.264356737012987,1004,144
"504",0,1004,145
"505",0.185748211749188,1004,146
"506",0.0111044351156656,1004,147
"507",0.912756189123377,1004,148
"508",0.154834301440747,1004,149
"509",0.300212909648945,1004,150
"510",0.258526690594562,1004,151
"511",0.671393852729302,1004,152
"512",0.968302144632711,1004,153
"513",0.121268928825081,1004,154
"514",0.053690328226461,1004,155
"515",0.0166134524655032,1004,156
"516",0.958136224127435,1004,157
"517",0.248412293273133,1004,158
"518",0.804509943181818,1004,159
"519",0.866420993557224,1004,160
"520",0.806820559811283,1004,161
"521",0.0159595043628247,1004,162
"522",0.423527705204951,1004,163
"523",0,1004,164
"524",0.305686257102273,1004,165
"525",0,1004,166
"526",0.0498934659090909,1004,167
"527",0.690612000304383,1004,168
"528",0.132017457640016,1004,169
"529",0.810918634588068,1004,170
"530",0.697860915939529,1004,171
"531",0.658267330813718,1004,172
"532",0.638054389458198,1004,173
"533",0,1004,174
"534",0.82179002637987,1004,175
"535",0,1004,176
"536",0.867277071073458,1004,177
"537",0.0603804154829545,1004,178
"538",0.152059976156656,1004,179
"539",0.0837481610186688,1004,180
"540",0,1004,181
"541",0.517985554484578,1004,182
"542",0.975729409750406,1004,183
"543",0.705621100091315,1004,184
"544",0.0585295441862825,1004,185
"545",0,1004,186
"546",0.0358157467532467,1004,187
"547",0.0105099368405032,1004,188
"548",0.917896617542614,1004,189
"549",0,1004,190
"550",0.089328518161526,1004,191
"551",0.375135545606737,1004,192
"552",0.109426523183847,1004,193
"553",0,1004,194
"554",0.822467754413555,1004,195
"555",0.0361565924310065,1004,196
"556",0.0984600116680195,1004,197
"557",0.576210715553977,1004,198
"558",0.995692661830357,1004,199
"559",0.684195382254464,1004,200
"560",0.120876559963474,1004,201
"561",0,1004,202
"562",0.00813194373985388,1004,203
"563",0.701142546418425,1004,204
"564",0.192402629109172,1004,205
"565",0.585342209060471,1004,206
"566",0.503333153662744,1004,207
"567",0.0296607079443993,1004,208
"568",0.0853176364650974,1004,209
"569",0.586277553013393,1004,210
"570",0,1004,211
"571",0,1004,212
"572",0.552763703581575,1004,213
"573",0.653883896864854,1004,214
"574",0.755182439630682,1004,215
"575",0.247778161779627,1004,216
"576",0.926140326958198,1004,217
"577",0.220264781605114,1004,218
"578",0.0434055080661526,1004,219
"579",0.303629293070211,1004,220
"580",0.75339498148336,1004,221
"581",0,1004,222
"582",0.00742647245332791,1004,223
"583",0.705097941609172,1004,224
"584",0,1004,225
"585",0,1004,226
"586",0,1004,227
"587",0,1004,228
"588",0,1004,229
"589",0.0235928622159091,1004,230
"590",0.166672743760146,1004,231
"591",0.951925698812906,1004,232
"592",0.170636065594562,1004,233
"593",0.0730154854910714,1004,234
"594",0.106703721083604,1004,235
"595",0.743661063058036,1004,236
"596",0.18522901658888,1004,237
"597",0.835705249340503,1004,238
"598",0.914666510247565,1004,239
"599",0.828690169693588,1004,240
"600",0.842549906148539,1004,241
"601",0.777813007305195,1004,242
"602",0.903989321225649,1004,243
"603",0.888330236657873,1004,244
"604",0.0344285841112013,1004,245
"605",0.623465401785714,1004,246
"606",0,1004,247
"607",0.826577719155844,1004,248
"608",0.867594136820211,1004,249
"609",0,1004,250
"610",0.237132679332386,1004,251
"611",0.748222846489448,1004,252
"612",0.251396674614448,1004,253
"613",0.788727995637175,1004,254
"614",0.659036215249594,1004,255
"615",0.708542068283279,1004,256
"616",0.871898304332386,1004,257
"617",0.556235573508523,1004,258
"618",0.608567275010146,1004,259
"619",1,1004,260
"620",0.874133617846997,1004,261
"621",0.32377882127638,1004,262
"622",0.856762378246753,1004,263
"623",0.0543759829038149,1004,264
"624",0.747656091467127,1004,265
"625",0.054233303317776,1004,266
"626",0.882008738331981,1004,267
"627",0.083530178317776,1004,268
"628",0.827120694247159,1004,269
"629",0.350677886566558,1004,270
"630",0.206167245840097,1004,271
"631",0.740482478946834,1004,272
"632",0.118193391081575,1004,273
"633",1,1004,274
"634",0.0571265282568993,1004,275
"635",0.248372660054789,1004,276
"636",0.518369996702516,1004,277
"637",0.94002780666599,1004,278
"638",0.524865881189123,1004,279
"639",0.953174145190747,1004,280
"640",0.17332716112013,1004,281
"641",1,1004,282
"642",0.17617282619724,1004,283
"643",0.139440759435877,1004,284
"644",0.255225243506494,1004,285
"645",0.0879849520596591,1004,286
"646",0.596808099127435,1004,287
"647",0.968797559862013,1004,288
"648",0.104000735592532,1004,289
"649",0,1004,290
"650",0.140419699928977,1004,291
"651",0,1004,292
"652",0.810300356381899,1004,293
"653",0,1004,294
"654",0.932782854352679,1004,295
"655",0.0364142083502435,1004,296
"656",0.868703866933847,1004,297
"657",0.852462174056412,1004,298
"658",0.159372304941153,1004,299
"659",0.87265529880276,1004,300
"660",0.308607225294237,1004,301
"661",0,1004,302
"662",0.887077826958198,1004,303
"663",0,1004,304
"664",0.165487710531656,1004,305
"665",0.949309906402192,1004,306
"666",0.993647587763799,1004,307
"667",0,1004,308
"668",0.150656960227273,1004,309
"669",0.895666345373377,1004,310
"670",0.946361194957386,1004,311
"671",0.903331409801136,1004,312
"672",0.80263529195414,1004,313
"673",0.826205166903409,1004,314
"674",0.934752625304383,1004,315
"675",0.690893396154627,1004,316
"676",0.182383351511769,1004,317
"677",0.992450664569805,1004,318
"678",0.25199117288961,1004,319
"679",1,1004,320
"680",0.415783374340503,1004,321
"681",0.722596007508117,1004,322
"682",0.0888053596793831,1004,323
"683",0.770092456371753,1004,324
"684",0.655021370231331,1004,325
"685",0.581010298295455,1004,326
"686",0.140360250101461,1004,327
"687",0.885496461546266,1004,328
"688",0.968214951552354,1004,329
"689",0.247211406757305,1004,330
"690",0.0696268453226461,1004,331
"691",0.608975497159091,1004,332
"692",0.0222968559760552,1004,333
"693",0,1004,334
"694",0.965975674715909,1004,335
"695",0.0445073115361201,1004,336
"696",0.175800273944805,1004,337
"697",0,1004,338
"698",0.0802723277698864,1004,339
"699",0,1004,340
"700",0.0833161589387175,1004,341
"701",0,1004,342
"702",0.0717472225040584,1004,343
"703",0,1004,344
"704",0.906640783532873,1004,345
"705",0,1004,346
"706",0.14124803419237,1004,347
"707",0.137867320667614,1004,348
"708",0.15104932908888,1004,349
"709",0.490729790229302,1004,350
"710",0.860123275162338,1004,351
"711",0.668143928825081,1004,352
"712",0,1004,353
"713",0,1004,354
"714",0.0787900454038149,1004,355
"715",0,1004,356
"716",0.208949497767857,1004,357
"717",0.879547515472809,1004,358
"718",0.287918685318588,1004,359
"719",0,1006,1
"720",0.0201328822544643,1006,2
"721",0,1006,3
"722",0.748203029880276,1006,4
"723",0,1006,5
"724",0.194293133624188,1006,6
"725",0,1006,7
"726",1,1006,8
"727",0.654470468496347,1006,9
"728",0.392704951298701,1006,10
"729",0.0231489701704545,1006,11
"730",0.497669566761364,1006,12
"731",0.889895748782468,1006,13
"732",0.594846254819399,1006,14
"733",0,1006,15
"734",0.753799240310471,1006,16
"735",0.855220646053166,1006,17
"736",0.747335062398539,1006,18
"737",0.840905127587257,1006,19
"738",0.33358011617289,1006,20
"739",0.817767254717938,1006,21
"740",1,1006,22
"741",1,1006,23
"742",0.383819183745942,1006,24
"743",0.903482016030844,1006,25
"744",0.982110357903815,1006,26
"745",0.560028472504058,1006,27
"746",1,1006,28
"747",0.707468008066153,1006,29
"748",0.835499156605114,1006,30
"749",1,1006,31
"750",0.245071212966721,1006,32
"751",0.740795581371753,1006,33
"752",0.919477982954546,1006,34
"753",1,1006,35
"754",1,1006,36
"755",1,1006,37
"756",0.602721375304383,1006,38
"757",0,1006,39
"758",0.722219491933847,1006,40
"759",0.616283862621753,1006,41
"760",0.994781097808442,1006,42
"761",0.834785758674919,1006,43
"762",1,1006,44
"763",0.924539144937094,1006,45
"764",1,1006,46
"765",1,1006,47
"766",0.911040070769075,1006,48
"767",1,1006,49
"768",0.0639672217431006,1006,50
"769",1,1006,51
"770",0.516669731635552,1006,52
"771",0.882749879515016,1006,53
"772",0.98987846869927,1006,54
"773",0.914218654880276,1006,55
"774",1,1006,56
"775",1,1006,57
"776",0.729840959821429,1006,58
"777",0.767777876420455,1006,59
"778",0.0289750532670454,1006,60
"779",0.947716651024757,1006,61
"780",0,1006,62
"781",0.934257210075081,1006,63
"782",1,1006,64
"783",1,1006,65
"784",0.713028548599838,1006,66
"785",0.813411564021916,1006,67
"786",0.789215484222809,1006,68
"787",0.0185317002333604,1006,69
"788",0.839775580864448,1006,70
"789",0.898892489346591,1006,71
"790",0.913473550375406,1006,72
"791",0.921360560825893,1006,73
"792",0.961310844916802,1006,74
"793",0.892523431158685,1006,75
"794",0.98831691989651,1006,76
"795",1,1006,77
"796",1,1006,78
"797",0.177916687804383,1006,79
"798",0.282881303267045,1006,80
"799",0,1006,81
"800",0.60759229783888,1006,82
"801",0.675979416091721,1006,83
"802",0.697627079951299,1006,84
"803",0.739281592431007,1006,85
"804",0.798553070464692,1006,86
"805",0,1006,87
"806",0.541741705560065,1006,88
"807",0.802785898183847,1006,89
"808",0.904916738534903,1006,90
"809",1,1006,91
"810",0.0523824320211039,1006,92
"811",0.611436720018263,1006,93
"812",0.329145159040179,1006,94
"813",0.789762422635958,1006,95
"814",0.518191647219968,1006,96
"815",0.676688850700081,1006,97
"816",0.518025187702922,1006,98
"817",0.96590433492289,1006,99
"818",0.908868170403815,1006,100
"819",0,1006,101
"820",0.999873966365666,1006,102
"821",0.076225776176948,1006,103
"822",0.714047122311283,1006,104
"823",0.79720554104099,1006,105
"824",0.670783501166802,1006,106
"825",0.89154052734375,1006,107
"826",0.550266810825893,1006,108
"827",1,1006,109
"828",0.290375944855925,1006,110
"829",1,1006,111
"830",1,1006,112
"831",0.848550375405844,1006,113
"832",0.935612666142451,1006,114
"833",0,1006,115
"834",0.975321187601461,1006,116
"835",0.940451882102273,1006,117
"836",0.877240862165179,1006,118
"837",0,1006,119
"838",0.822356781402192,1006,120
"839",0.0158207880986201,1006,121
"840",0.974603826349432,1006,122
"841",0,1006,123
"842",1,1006,124
"843",0.927539379565747,1006,125
"844",0.690370237672484,1006,126
"845",0.854063356077516,1006,127
"846",0.940907664113231,1006,128
"847",0.832566298447646,1006,129
"848",1,1006,130
"849",0.683085652140828,1006,131
"850",1,1006,132
"851",0.370502422382305,1006,133
"852",0.63617973823052,1006,134
"853",0.0956222732345779,1006,135
"854",0.400140143060065,1006,136
"855",0,1006,137
"856",0.682689319957386,1006,138
"857",1,1006,139
"858",0.695340243252841,1006,140
"859",0.953629927201705,1006,141
"860",0.589475953733766,1006,142
"861",1,1006,143
"862",0.80374898538961,1006,144
"863",1,1006,145
"864",0.211232371144481,1006,146
"865",0.869373668323864,1006,147
"866",0.0552003538453734,1006,148
"867",0.487325296773539,1006,149
"868",0.704158634334416,1006,150
"869",0.541896275111607,1006,151
"870",0.9998779296875,1006,152
"871",0.980128696986607,1006,153
"872",0,1006,154
"873",0.857745282061688,1006,155
"874",1,1006,156
"875",1,1006,157
"876",0.62227640523539,1006,158
"877",0.870416021966315,1006,159
"878",0.00485823990462661,1006,160
"879",0.954894226866883,1006,161
"880",0.596344390472808,1006,162
"881",0.905190207741477,1006,163
"882",0.0094081333705357,1006,164
"883",0.925958014153815,1006,165
"884",0.946840756899351,1006,166
"885",1,1006,167
"886",0.596387987012987,1006,168
"887",0,1006,169
"888",0.877157632406656,1006,170
"889",0.514097535765016,1006,171
"890",0.544571517349838,1006,172
"891",0.468471774807224,1006,173
"892",0.438683447899756,1006,174
"893",1,1006,175
"894",0.837092411982549,1006,176
"895",0.636536437195617,1006,177
"896",0.938117485541802,1006,178
"897",0.181115088524756,1006,179
"898",0.511838442319399,1006,180
"899",1,1006,181
"900",0.795093090503247,1006,182
"901",0.875227494673296,1006,183
"902",1,1006,184
"903",0.832613858309659,1006,185
"904",0.878964907163149,1006,186
"905",0.202108804281656,1006,187
"906",0.797665286373783,1006,188
"907",0.524013766994724,1006,189
"908",0.751445027140828,1006,190
"909",0.186251553622159,1006,191
"910",0.0905373313210227,1006,192
"911",0.659428584111201,1006,193
"912",0.754429408482143,1006,194
"913",0.979248839539367,1006,195
"914",1,1006,196
"915",0.973014534293831,1006,197
"916",0.835229650720373,1006,198
"917",0.967109184760552,1006,199
"918",0.78822069044237,1006,200
"919",0.015590915432224,1006,201
"920",0,1006,202
"921",0.999838296469156,1006,203
"922",1,1006,204
"923",0,1006,205
"924",0.330532321682224,1006,206
"925",1,1006,207
"926",0.813669179941153,1006,208
"927",0.0522992022625812,1006,209
"928",0.97566995992289,1006,210
"929",1,1006,211
"930",0.00630485237418829,1006,212
"931",0.350384600750812,1006,213
"932",0.714970576298701,1006,214
"933",1,1006,215
"934",0.455773291649756,1006,216
"935",1,1006,217
"936",1,1006,218
"937",1,1006,219
"938",1,1006,220
"939",1,1006,221
"940",0.216753278459821,1006,222
"941",0.992288168374594,1006,223
"942",1,1006,224
"943",1,1006,225
"944",1,1006,226
"945",0.998379794034091,1006,227
"946",0.546164772727273,1006,228
"947",0.905150574523133,1006,229
"948",0.39606981153612,1006,230
"949",1,1006,231
"950",0.0575704203023539,1006,232
